,combind_scores
DEC_0952,-0.38452509746129504
DEC_0821,0.5271034902893117
DEC_0877,2.2631277204410205
DEC_0823,-0.7708754283335697
DEC_0975,1.3387520509915873
DEC_0846,0.8674393612622255
DEC_0976,0.7941724077813923
DEC_0853,1.451968185148404
DEC_0797,0.7520759849774974
DEC_0937,-0.15105875845330097
DEC_0980,1.031236006377246
DEC_0951,1.5723727859528456
DEC_0862,-0.2792480743544923
DEC_0847,1.1404577474165523
DEC_0950,-0.03802676850191222
DEC_0966,0.7085474184277589
DEC_0834,0.6691204235436565
DEC_0925,0.6279471961849481
DEC_0964,-0.8069755261047185
DEC_0861,0.37150727142285245
DEC_0874,1.0549573186837078
DEC_0948,0.3533831212179068
DEC_0928,0.8951619403157158
DEC_0958,-0.7923386375242369
DEC_0903,1.8149897869927978
DEC_0807,0.5094476477288881
DEC_0851,1.2011020353655262
DEC_0893,-0.3495673180019967
DEC_0849,0.9955311905054964
DEC_0873,1.019764956572124
DEC_0868,-0.1251230738921265
DEC_0832,0.6461786612035034
DEC_0880,0.3113590898690184
DEC_0891,0.10383803671173464
DEC_0974,0.8918018681851434
DEC_0871,0.5548000564558331
DEC_0905,0.5368596981202973
DEC_0794,0.2389328723737556
DEC_0818,1.2213632399267453
DEC_0798,0.6342210756425359
DEC_0788,-0.2582439889993413
DEC_0935,0.5498456591075032
DEC_0843,0.0736924341963805
DEC_0960,-2.9214753090014423
DEC_0820,1.0145085403270429
DEC_0865,0.11925497080448366
DEC_0884,1.0719065687898954
DEC_0886,0.7515698927842402
DEC_0934,1.6640385815584713
DEC_0889,-0.7510288497485256
DEC_0882,1.3197605010655744
DEC_0918,-0.4251476003458299
DEC_0899,0.8042646072393707
DEC_0940,1.1039826816851406
DEC_0791,-0.27620476492263357
DEC_0895,0.7692843181326019
DEC_0867,0.050751293265480335
DEC_0837,0.19141860179449122
DEC_0977,1.3611137904059127
DEC_0981,0.7385698756395787
DEC_0890,1.279550087983842
DEC_0965,1.0621503668962449
DEC_0833,-0.7093036767028602
DEC_0840,0.2306408711222927
DEC_0855,1.235710735642896
DEC_0906,0.7469877752040057
DEC_0839,-0.6016496649176108
DEC_0902,0.02667435465764001
DEC_0888,0.28358821226617525
DEC_0913,0.42440404574237345
DEC_0947,-0.08519509873902731
DEC_0941,1.0037280036952394
DEC_0838,0.737114737131229
DEC_0883,0.7932114367221246
DEC_0945,0.03552271765962267
DEC_0870,1.0876779727330366
DEC_0954,0.6927066532999859
DEC_0869,0.3408810982385324
DEC_0836,0.26237080595678375
DEC_0806,0.38736390155110456
DEC_0872,-0.3923020002252158
DEC_0908,1.1634727123188515
DEC_0876,-0.6232940855199898
DEC_0970,-0.09044129256158584
DEC_0959,-0.9315807825603057
DEC_0942,0.5422901922425494
DEC_0835,-0.7439610828578731
DEC_0887,0.090774845057088
DEC_0879,-0.9743197304916587
