target_chembl_id,standard_type,standard_value,assay_chembl_id,target_name,mw_freebase,smiles,ligand_chembl_id,uniprot_id,ccd,pdb_list
CHEMBL2147,IC50,5.0,CHEMBL2038828,serine/threonine-protein kinase pim1,461.95,CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1,CHEMBL2037200,P11309,9G5,5O13
CHEMBL2147,IC50,13.0,CHEMBL3301295,serine/threonine-protein kinase pim1,407.45,NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(-c3ccnc(F)c3)cn21)c1ccccc1,CHEMBL3298889,P11309,676,4BZO
CHEMBL2147,IC50,5.0,CHEMBL3376646,serine/threonine-protein kinase pim1,402.43,O=C(Nc1cnccc1O[C@H]1CCNC1)c1csc(-c2c(F)cccc2F)n1,CHEMBL3354511,P11309,3YR,4XHK
CHEMBL2147,IC50,0.4,CHEMBL3396419,serine/threonine-protein kinase pim1,433.46,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,CHEMBL3393706,P11309,3U1,4WRS
CHEMBL2147,IC50,12.0,CHEMBL3395658,serine/threonine-protein kinase pim1,376.49,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(NC5CCCC5)n4)c3c2)s1,CHEMBL3394069,P11309,3U6,4WT6
CHEMBL2147,IC50,0.3,CHEMBL3812017,serine/threonine-protein kinase pim1,359.43,Cc1nc2cccc3c2nc1N[C@H](C)/C=C\C[C@H]1CNC(=O)c2cc-3[nH]c21,CHEMBL3809691,P11309,5QO,5EOL
CHEMBL2147,IC50,0.07,CHEMBL3864805,serine/threonine-protein kinase pim1,421.46,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,CHEMBL3919646,P11309,6YN,5KZI
CHEMBL2147,IC50,250.0,CHEMBL4047362,serine/threonine-protein kinase pim1,383.88,CN1CCN(c2ccc(-c3cc4c(Cl)cc(C(N)=O)nc4n3C)cc2)CC1,CHEMBL4098659,P11309,6S3,5KCX
CHEMBL2147,IC50,400.0,CHEMBL4047685,serine/threonine-protein kinase pim1,432.96,Cn1c(-c2ccc(N3CCNCC3)cc2)c(-c2ccc(CO)cc2)c2c(Cl)ccnc21,CHEMBL4080621,P11309,7AU,5TEX
CHEMBL2147,IC50,0.34,CHEMBL4370145,serine/threonine-protein kinase pim1,365.44,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,CHEMBL3979678,P11309,6CD,5IPJ
CHEMBL2147,IC50,0.05,CHEMBL4370145,serine/threonine-protein kinase pim1,403.49,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5(C)CC5)c(NC5(C)CC5)nc34)[nH]c21,CHEMBL4568404,P11309,JYG,6MT0
CHEMBL2147,IC50,780.0,CHEMBL4370677,serine/threonine-protein kinase pim1,318.24,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL164,P11309,MYC,2O63
CHEMBL2147,IC50,1.0,CHEMBL4704281,serine/threonine-protein kinase pim1,324.79,Cc1cn([C@@H](C)[C@]2(F)CCNC2)c2nc(C(N)=O)cc(Cl)c12,CHEMBL4778578,P11309,WFY,6VRV
CHEMBL2147,Ki,5.0,CHEMBL1059319,serine/threonine-protein kinase pim1,335.82,O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(Cl)cc12,CHEMBL572513,P11309,LYG,3JY0
CHEMBL2147,Ki,1.1,CHEMBL2388109,serine/threonine-protein kinase pim1,387.37,N#Cc1ccc(Cc2cc(O)n3ncc(C(=O)Nc4ccc(F)cc4)c3n2)cc1,CHEMBL2387467,P11309,1OB,4K18
CHEMBL2147,Ki,15.0,CHEMBL2388109,serine/threonine-protein kinase pim1,355.37,O=C(Nc1ccc(F)cc1)c1cnn2c(O)cc(C3CCNCC3)nc12,CHEMBL2387466,P11309,1OA,4K0Y
CHEMBL2147,Ki,16.0,CHEMBL3106177,serine/threonine-protein kinase pim1,313.37,Nc1nccnc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,CHEMBL3103857,P11309,2HW,4N6Z
CHEMBL2147,Ki,0.07,CHEMBL4052119,serine/threonine-protein kinase pim1,407.43,Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc([C@H]3CNCCC3(F)F)n2)n1,CHEMBL4076913,P11309,96Y,5V82
CHEMBL2147,Ki,0.03,CHEMBL4316999,serine/threonine-protein kinase pim1,465.51,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CC[C@@H](N)[C@H](F)CC1,CHEMBL3648680,P11309,KUV,6NO9
CHEMBL2147,Ki,0.02,CHEMBL4316999,serine/threonine-protein kinase pim1,447.52,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCC[C@H](N)CC1,CHEMBL4437940,P11309,KUY,6NO8
