target_chembl_id,standard_type,standard_value,assay_chembl_id,target_name,mw_freebase,smiles,ligand_chembl_id,uniprot_id,ccd,pdb_list
CHEMBL2147,IC50,27.0,CHEMBL862677,serine/threonine-protein kinase pim1,412.49,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL7463,P11309,BI1,2BIK
CHEMBL2147,IC50,43.0,CHEMBL862677,serine/threonine-protein kinase pim1,302.24,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,P11309,QUE,4LMU
CHEMBL2147,IC50,61.0,CHEMBL862677,serine/threonine-protein kinase pim1,306.37,CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1,CHEMBL200528,P11309,IYZ,2C3I
CHEMBL2147,IC50,10.0,CHEMBL957365,serine/threonine-protein kinase pim1,466.54,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,P11309,STU,1YHS
CHEMBL2147,IC50,820.0,CHEMBL1061942,serine/threonine-protein kinase pim1,307.35,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,CHEMBL98350,P11309,LY2,1YI3
CHEMBL2147,IC50,46.0,CHEMBL1663333,serine/threonine-protein kinase pim1,349.78,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,CHEMBL1230165,P11309,3NG,5O11
CHEMBL2147,IC50,120.0,CHEMBL1786237,serine/threonine-protein kinase pim1,352.39,N[C@H]1CC[C@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,CHEMBL1782513,P11309,UNQ,3R04
CHEMBL2147,IC50,1.0,CHEMBL1786237,serine/threonine-protein kinase pim1,353.22,N[C@H]1CC[C@@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1,CHEMBL1782530,P11309,UNM,3R02
CHEMBL2147,IC50,550.0,CHEMBL2033650,serine/threonine-protein kinase pim1,313.36,O=C(O)c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12,CHEMBL406652,P11309,VX3,3BGZ
CHEMBL2147,IC50,27.0,CHEMBL2038008,serine/threonine-protein kinase pim1,377.24,CN1CCN(Cc2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)CC1,CHEMBL2035633,P11309,HY7,4ALW
