ID,SMILES
2BIK_lig,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
4LMU_lig,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
2C3I_lig,CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1
1YHS_lig,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
1YI3_lig,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
5O11_lig,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12
3R04_lig,N[C@H]1CC[C@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1
3R02_lig,N[C@H]1CC[C@@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1
3BGZ_lig,O=C(O)c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12
4ALW_lig,CN1CCN(Cc2nc3c(oc4ccc(Br)cc43)c(=O)[nH]2)CC1
5O13_lig,CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1
4BZO_lig,NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(-c3ccnc(F)c3)cn21)c1ccccc1
4XHK_lig,O=C(Nc1cnccc1O[C@H]1CCNC1)c1csc(-c2c(F)cccc2F)n1
4WRS_lig,Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1
4WT6_lig,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(NC5CCCC5)n4)c3c2)s1
5EOL_lig,Cc1nc2cccc3c2nc1N[C@H](C)/C=C\C[C@H]1CNC(=O)c2cc-3[nH]c21
5KZI_lig,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
5KCX_lig,CN1CCN(c2ccc(-c3cc4c(Cl)cc(C(N)=O)nc4n3C)cc2)CC1
5TEX_lig,Cn1c(-c2ccc(N3CCNCC3)cc2)c(-c2ccc(CO)cc2)c2c(Cl)ccnc21
5IPJ_lig,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21
6MT0_lig,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5(C)CC5)c(NC5(C)CC5)nc34)[nH]c21
2O63_lig,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
6VRV_lig,Cc1cn([C@@H](C)[C@]2(F)CCNC2)c2nc(C(N)=O)cc(Cl)c12
3JY0_lig,O=c1[nH]c(CN2CC[C@H](O)C2)nc2c1sc1ccc(Cl)cc12
4K18_lig,N#Cc1ccc(Cc2cc(O)n3ncc(C(=O)Nc4ccc(F)cc4)c3n2)cc1
4K0Y_lig,O=C(Nc1ccc(F)cc1)c1cnn2c(O)cc(C3CCNCC3)nc12
4N6Z_lig,Nc1nccnc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1
5V82_lig,Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc([C@H]3CNCCC3(F)F)n2)n1
6NO9_lig,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CC[C@@H](N)[C@H](F)CC1
6NO8_lig,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCC[C@H](N)CC1
