,combind_scores
DEC_0547,3.8409434283905513
DEC_0564,1.5230143020341602
DEC_0450,2.5341067788886527
DEC_0457,3.137384225623227
DEC_0456,2.424790775973802
DEC_0410,-0.13285202569101529
DEC_0423,1.2205496518292929
DEC_0559,2.4251647466141746
DEC_0414,1.1747430491910689
DEC_0484,2.200740937344507
DEC_0546,1.370807674885425
DEC_0502,1.4865297524463092
DEC_0422,0.6506138278927791
DEC_0444,1.0852943341585197
DEC_0406,1.1518802670144686
DEC_0436,-0.2041368364086571
DEC_0537,2.1094605823602794
DEC_0412,1.0306503254441068
DEC_0384,4.0263782601069655
DEC_0528,0.5352675054089895
DEC_0507,1.853775874891583
DEC_0565,1.0828098568525344
DEC_0390,0.7829630398141103
DEC_0409,1.9278051319941407
DEC_0497,2.0448545981333828
DEC_0466,0.6963910436834624
DEC_0447,2.2538486515145477
DEC_0517,2.108013480286056
DEC_0503,1.6753501973393106
DEC_0485,1.0220380271018312
DEC_0536,0.6257141732087588
DEC_0420,1.338762386117721
DEC_0501,0.9857301799024558
DEC_0400,3.6664079113673784
DEC_0506,0.6725477989802995
DEC_0383,3.154892279501061
DEC_0551,1.637225728927615
DEC_0499,0.3858912300230797
DEC_0511,0.6171274055807565
DEC_0500,0.29755409468979455
DEC_0461,1.1035764990993124
DEC_0578,2.2348493937605634
DEC_0451,1.1297825963560202
DEC_0512,1.9509619428088878
DEC_0516,2.197227722081489
DEC_0550,0.2722156543886185
DEC_0386,3.699972998635304
DEC_0487,1.7784993186988416
DEC_0569,1.9590085710854641
DEC_0387,3.895800796290371
DEC_0424,0.5696942743569711
DEC_0518,1.743843452755212
DEC_0381,3.511131002377091
DEC_0396,3.751442300510141
DEC_0399,2.5877880571553336
DEC_0455,0.16847923339575566
DEC_0579,1.8606783023020732
DEC_0394,1.9304865878563287
DEC_0515,2.6617355223649346
DEC_0452,1.9715810888272056
DEC_0417,1.334655920354468
DEC_0494,0.8459236687331901
DEC_0483,1.4331726768981272
DEC_0495,0.5973235520954194
DEC_0505,1.4296488915440553
DEC_0407,-0.0406805209353962
DEC_0428,1.9650933184919523
DEC_0429,0.7193281121415445
DEC_0421,0.1230482234477055
DEC_0453,0.8937212344795458
DEC_0531,0.10985001977377129
DEC_0552,0.9560905393983341
DEC_0509,0.578292572810903
DEC_0574,2.7968101836473185
DEC_0449,1.1053041412859446
DEC_0571,0.8133775428588366
DEC_0560,0.9759015022435786
DEC_0413,0.8808657947965419
DEC_0562,1.5154751608625783
DEC_0473,1.6680982419980555
DEC_0575,1.172638846620515
DEC_0542,0.6369663992958094
DEC_0388,3.2192948413666107
DEC_0418,1.1756976237409762
DEC_0395,1.1206534143342117
DEC_0458,-0.10182571043711608
DEC_0491,1.2435633949932479
DEC_0549,2.0629487880553548
DEC_0554,2.3111281666591172
DEC_0482,0.38674922041750204
DEC_0539,-1.4108242446971868
DEC_0479,0.32070990238417796
DEC_0534,-1.1339754114902716
DEC_0403,1.7056188714996057
DEC_0558,0.5131814146413491
DEC_0439,0.9679566675630791
DEC_0460,1.4937221387135993
DEC_0513,0.09306638273622525
DEC_0411,1.5447708026761333
DEC_0490,2.050691454322698
DEC_0481,-0.21092641842079995
DEC_0392,1.9799515657020943
DEC_0393,1.5455077520922536
DEC_0543,1.7291611872924144
DEC_0563,1.8679252003895592
DEC_0435,1.9122024559490707
DEC_0498,0.2917569264255446
DEC_0533,0.22149291807231597
DEC_0402,0.8863410766598672
DEC_0385,2.3421391160622327
DEC_0580,2.7797659649907507
DEC_0469,-0.14737667669263654
DEC_0572,2.401467058900677
DEC_0548,-0.8576222415361121
DEC_0430,1.1111936525972572
DEC_0478,2.0718678010529183
DEC_0434,-0.13707866181332262
DEC_0527,1.1524666906903773
DEC_0463,1.7442690907828706
DEC_0557,1.0823524175606938
DEC_0496,3.3454009366402797
DEC_0382,2.0910680079038997
DEC_0470,0.45277053841834114
DEC_0438,0.7071590671394032
DEC_0468,0.7534659909655188
DEC_0540,-0.29542042949615466
DEC_0419,-0.3856333938994827
DEC_0427,0.6037850752692315
DEC_0437,2.100946663715902
DEC_0492,1.3814358959009003
DEC_0488,0.8937273866520759
DEC_0538,1.0228817447320329
DEC_0476,0.2872311492800619
DEC_0408,0.16312552692727644
DEC_0567,2.6736567646382
DEC_0544,1.1207118540681567
DEC_0530,-0.5005268915654542
DEC_0561,0.6602301404721085
DEC_0573,0.3537014997592989
DEC_0508,-0.6322308207194709
DEC_0522,-1.3518484269496271
DEC_0398,1.377108477059172
DEC_0541,-0.29828214654354124
DEC_0576,0.23579335825127412
DEC_0445,1.0151660549908477
DEC_0391,1.2571721336720958
DEC_0489,1.4138138971846765
DEC_0568,0.9117486368032925
DEC_0514,0.9039853603296746
DEC_0471,-0.5242838071334095
DEC_0426,2.652414218617786
DEC_0440,-0.7724901726150222
DEC_0577,1.6512048315666394
DEC_0480,1.4700846346584209
DEC_0389,0.7940429189896028
DEC_0520,0.4403083604842837
DEC_0523,-1.6230793369589147
DEC_0477,-0.6813831393695668
DEC_0431,0.6341077169110219
DEC_0464,-0.5817457390781615
