,glide_scores
DEC_2592,-6.36373754917129
DEC_2620,-6.25673513657257
DEC_2602,-6.25490503265422
DEC_2601,-6.01519999703928
DEC_2609,-5.90199871653789
DEC_2670,-5.89859692505697
DEC_2650,-5.83988588870062
DEC_2663,-5.81512988552181
DEC_2689,-5.77657436633012
DEC_2600,-5.77541167879781
DEC_2599,-5.75753932526984
DEC_2619,-5.75267783532063
DEC_2648,-5.70804611594473
DEC_2590,-5.69477951541588
DEC_2672,-5.67477276167096
DEC_2591,-5.6324665491383
DEC_2699,-5.60553065502561
DEC_2651,-5.47145806314856
DEC_2596,-5.46542396481577
DEC_2702,-5.4515330304712
DEC_2694,-5.40100979872343
DEC_2586,-5.39335692124176
DEC_2610,-5.38480624109931
DEC_2581,-5.37296586193158
DEC_2656,-5.37143598831079
DEC_2693,-5.3668192364048
DEC_2660,-5.35511592764597
DEC_2621,-5.35430130712875
DEC_2687,-5.34881758224925
DEC_2655,-5.29950085824439
DEC_2664,-5.27084460756353
DEC_2598,-5.25897407809992
DEC_2588,-5.25720193271868
DEC_2685,-5.22077117074686
DEC_2707,-5.18042703852717
DEC_2700,-5.15477944058298
DEC_2616,-5.15312496913738
DEC_2692,-5.13153585603329
DEC_2659,-5.12823355683279
DEC_2698,-5.11360161964702
DEC_2671,-5.11099918090988
DEC_2682,-5.10228088705372
DEC_2668,-5.09548314759034
DEC_2709,-5.08520581842299
DEC_2681,-5.08425538058013
DEC_2649,-5.07241293561115
DEC_2594,-5.06525620274612
DEC_2642,-5.05898995531619
DEC_2680,-5.04655377443147
DEC_2646,-5.03143909036953
DEC_2701,-5.01555159962393
DEC_2583,-5.00467965687027
DEC_2584,-4.98704616135367
DEC_2667,-4.96988202115057
DEC_2658,-4.95246832109466
DEC_2675,-4.94737975337201
DEC_2706,-4.94404831646169
DEC_2674,-4.91695076748806
DEC_2697,-4.9099410257811
DEC_2708,-4.90330886077678
DEC_2637,-4.88390363947422
DEC_2644,-4.87436170129063
DEC_2589,-4.86386585203077
DEC_2605,-4.83766839754449
DEC_2587,-4.82604145032167
DEC_2691,-4.82168671324953
DEC_2673,-4.80722977902494
DEC_2627,-4.7878162141974
DEC_2696,-4.75443338831023
DEC_2684,-4.75436653186463
DEC_2617,-4.75033524885413
DEC_2665,-4.74705088639339
DEC_2604,-4.69658601743403
DEC_2606,-4.64571618157864
DEC_2628,-4.63232406012535
DEC_2669,-4.60800397754938
DEC_2595,-4.6025230818816
DEC_2678,-4.55202111153166
DEC_2652,-4.53298995738743
DEC_2636,-4.52518839920251
DEC_2647,-4.51008773886443
DEC_2593,-4.50850346440824
DEC_2686,-4.49033735574788
DEC_2643,-4.48862345406737
DEC_2704,-4.48359987785384
DEC_2683,-4.46753868345967
DEC_2666,-4.4435705740565
DEC_2641,-4.44326049299214
DEC_2653,-4.42028876113336
DEC_2603,-4.41887789335912
DEC_2654,-4.41735223386585
DEC_2661,-4.36680219313566
DEC_2705,-4.34626713287301
DEC_2625,-4.3225647570957
DEC_2585,-4.2894182368856
DEC_2662,-4.25498307194816
DEC_2677,-4.22635317658231
DEC_2631,-4.19540728245515
DEC_2690,-4.18250441436126
DEC_2613,-4.14874251637303
DEC_2688,-4.14213717461394
DEC_2657,-4.13177764908974
DEC_2695,-4.12946050202894
DEC_2679,-4.11518148160258
DEC_2607,-4.10913519543633
DEC_2710,-4.06763510971644
DEC_2608,-4.05296946252696
DEC_2703,-4.03595213631308
DEC_2638,-4.01426289407377
DEC_2618,-3.99404350671339
DEC_2629,-3.9650258861765
DEC_2611,-3.86988235409292
DEC_2624,-3.86163877559619
DEC_2645,-3.83447804668825
DEC_2632,-3.62172295243044
DEC_2582,-3.60115844447829
DEC_2635,-3.59302871519995
DEC_2597,-3.57247856540819
DEC_2612,-3.50900582401212
DEC_2639,-3.43383911791501
DEC_2640,-3.40778224161001
DEC_2633,-3.38973620270764
DEC_2614,-3.34682111667764
DEC_2634,-3.14669280379315
DEC_2623,-3.09535913360948
DEC_2622,-2.7077991574183
