ID,SMILES
3JWS_lig,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCCc2cccc(F)c2)c1
3NLK_lig,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCCc2cccc(F)c2)c1
3NLJ_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)c1
3NNY_lig,Nc1cccc(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)n1
3NNZ_lig,Nc1cccc(C[C@H]2CNC[C@H]2OCCNCCc2cccc(F)c2)n1
3N60_lig,Cc1cc(N)nc(CCc2cc(N)cc(CCc3cc(C)cc(N)n3)c2)c1
3N5Z_lig,Cc1cc(N)nc(CCc2cccc(CCc3cc(C)nc(N)c3)n2)c1
3N5Y_lig,Cc1cc(N)nc(CCc2cccc(CCc3cc(C)cc(N)n3)n2)c1
3N5X_lig,Cc1cc(N)nc(CCc2cncc(CCc3cc(C)nc(N)c3)c2)c1
3N5W_lig,Cc1cc(N)nc(CCc2cncc(CCc3cc(C)cc(N)n3)c2)c1
3N5V_lig,Cc1cc(N)nc(CCc2cccc(CCc3cc(C)nc(N)c3)c2)c1
3NLY_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2ccc(F)cc2)c1
3NLX_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cccc(F)c2)c1
3PNE_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cccc(Cl)c2)c1
3PNF_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2ccccc2Cl)c1
3SVP_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cc(F)cc(Cl)c2)c1
3SVQ_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cccc(F)c2F)c1
3TYL_lig,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCc2ccccc2F)c1
3TYM_lig,COc1ccccc1CNCCO[C@@H]1CNC[C@@H]1Cc1cc(C)cc(N)n1
3TYN_lig,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCc2ccccc2O)c1
3TYO_lig,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCc2ccco2)c1
4IMW_lig,Cc1cc(N)nc(CCc2cc(C#N)cc(CCc3cc(C)cc(N)n3)c2)c1
4IMU_lig,Cc1cc(N)nc(CCc2cc(CN)cc(CCc3cc(C)cc(N)n3)c2)c1
4IMT_lig,Cc1cc(N)nc(CCc2ccc(CCCN)c(CCc3cc(C)cc(N)n3)c2)c1
4IMS_lig,Cc1cc(N)nc(CCc2cc(CCCN)cc(CCc3cc(C)cc(N)n3)c2)c1
3RQJ_lig,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCN[C@H]2C[C@@H]2c2cccc(F)c2)c1
4JSJ_lig,Cc1cc(N)nc(COc2cncc(CNCCc3cccc(F)c3)c2)c1
4JSI_lig,Cc1cc(N)nc(COc2cccc(CNCCc3cccc(F)c3)c2)c1
4JSH_lig,Cc1cc(N)nc(COc2cccc(OCC3CCNCC3)c2)c1
4JSF_lig,Cc1cc(N)nc(CCCCCCCc2cc(C)cc(N)n2)c1
4K5F_lig,Cc1cc(N)nc(COCC[C@@H](CN)OCc2cc(C)cc(N)n2)c1
4K5G_lig,Cc1cc(N)nc(COC[C@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1
4K5D_lig,Cc1cc(N)nc(COC[C@H](CN)OCc2cc(C)cc(N)n2)c1
4K5E_lig,Cc1cc(N)nc(COC[C@@H](CN)OCc2cc(C)cc(N)n2)c1
4CX6_lig,Cc1cc(N)nc(COC[C@H]2C[C@H](OCc3cc(C)cc(N)n3)CN2)c1
4LUX_lig,Cc1cc(N)nc(COC[C@@H]2C[C@@H](OCc3cc(C)cc(N)n3)CN2)c1
4KCO_lig,CCN(CCc1cccc(F)c1)Cc1cccc(NC(=N)c2cccs2)c1
4KCN_lig,N=C(Nc1cccc(CNCCc2cccc(F)c2)c1)c1cccs1
4KCM_lig,CCN(CCc1ccc(NC(=N)c2cccs2)cc1)Cc1cccc(NC(=N)c2cccs2)c1
4KCL_lig,N=C(Nc1ccc(CCNCc2cccc(NC(=N)c3cccs3)c2)cc1)c1cccs1
4KCK_lig,N=C(Nc1cccc(CCNCc2cccc(NC(=N)c3cccs3)c2)c1)c1cccs1
4KCJ_lig,N=C(Nc1cccc(OCCOc2cccc(NC(=N)c3cccs3)c2)c1)c1cccs1
4KCI_lig,N=C(Nc1cccc(CCc2cccc(NC(=N)c3cccs3)c2)c1)c1cccs1
4KCH_lig,N=C(Nc1cccc(-c2cccc(NC(=N)c3cccs3)c2)c1)c1cccs1
4CTP_lig,Cc1cc(N)nc(CCc2cccc([C@@H](N)Cc3cc(C)cc(N)n3)c2)c1
4CTQ_lig,Cc1cc(N)nc(CCc2cccc([C@H](N)Cc3cc(C)cc(N)n3)c2)c1
4CTT_lig,Cc1ccnc(CCc2cccc([C@@H](N)Cc3cc(C)cc(N)n3)c2)c1
4CTX_lig,Cc1cc(N)nc(CCc2cncc([C@@H](CN)Cc3cc(C)cc(N)n3)c2)c1
4CTW_lig,Cc1cc(N)nc(CCc2cncc([C@H](CN)Cc3cc(C)cc(N)n3)c2)c1
4UPO_lig,N=C(Nc1cccc(COC[C@@H]2C[C@H](OCc3cccc(NC(=N)c4cccs4)c3)CN2)c1)c1cccs1
4UH2_lig,CNCCN(C)c1cc(CCc2cc(C)cc(N)n2)cc(C(F)(F)F)c1
4UH3_lig,CNCCN(C)c1cc(F)cc(CCc2cc(C)cc(N)n2)c1
4UH4_lig,CNCCN(C)c1cc(C#N)cc(CCc2cc(C)cc(N)n2)c1
5FVR_lig,Cc1cc(N)nc(CCc2cncc(C3CCN(C)CC3)c2)c1
5G0O_lig,Cc1cc(N)nc(CCc2cncc(N3CCN(C)CC3)c2)c1
5FVO_lig,COCCCNc1cncc(CCc2cc(C)cc(N)n2)c1
6AUR_lig,CNCCCc1cc(F)cc(CCc2cc(C)cc(N)n2)c1
6AUS_lig,CNCCCc1cc(C#N)cc(CCc2cc(C)cc(N)n2)c1
6AUT_lig,Cc1cc(N)nc(CCc2cc(F)cc(CCCN(C)C)c2)c1
6AUU_lig,Cc1cc(N)nc(CCc2cc(CCCN(C)C)cc(C(F)(F)F)c2)c1
6AUV_lig,CNCc1cccc(-c2cncc(CCc3cc(C)cc(N)n3)c2)c1
6AUW_lig,CNCc1ccc(-c2cncc(CCc3cc(C)cc(N)n3)c2)cc1
6AUX_lig,CNCc1cccc(-c2cc(F)cc(CCc3cc(C)cc(N)n3)c2)c1
5VUU_lig,Cc1cc(CCNCc2ccc3c(C)cc(N)nc3c2)ccc1C#N
5VUT_lig,Cc1cc(N)nc2cc(CNCCc3ccc(C#N)cc3)ccc12
5VUS_lig,N#Cc1ccc(CCNCc2ccc3ccc(N)nc3c2)cc1Cl
5VUR_lig,Cc1cc(CCNCc2ccc3ccc(N)nc3c2)ccc1C#N
5VUQ_lig,N#Cc1ccc(CCNCc2ccc3ccc(N)nc3c2)cc1
5VUP_lig,Nc1ccc2ccc(CNCCCc3cncc(F)c3)cc2n1
5VUO_lig,COc1ccncc1CCCNCc1ccc2ccc(N)nc2c1
5VUN_lig,Cc1ccncc1CCCNCc1ccc2ccc(N)nc2c1
5VUL_lig,CN(C)c1ccc(CCNCc2ccc3ccc(N)nc3c2)cc1
5VUK_lig,CN(C)c1ccc(CNCc2ccc3ccc(N)nc3c2)cc1
5VUJ_lig,CN(C)c1cccc(CNCc2ccc3ccc(N)nc3c2)c1
5ADB_lig,CNCc1cc(OCc2ccc3ccc(N)nc3c2)ccc1Cl
5UNT_lig,CNCc1cccc(OCc2ccc3c(C)cc(N)nc3c2)c1
5UNU_lig,CNCc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1
5UNX_lig,CNCCc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1
5UNY_lig,CN[C@H](C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1
6PN0_lig,CCOc1ccc(-c2ccc3c(C)cc(N)nc3c2)cc1CN
6PN1_lig,CCCOc1ccc(-c2ccc3c(C)cc(N)nc3c2)cc1CN
6PN2_lig,Cc1cc(N)nc2cc(-c3ccc(OC(C)C)c(CN)c3)ccc12
6PN3_lig,Cc1cc(N)nc2cc(-c3ccc(OCC4CCC4)c(CN)c3)ccc12
6PN4_lig,Cc1cc(N)nc2cc(-c3ccc(OCC4CC4)c(CN)c3)ccc12
6PN5_lig,Cc1cc(N)nc2cc(-c3ccc(OCc4ccccn4)c(CN)c3)ccc12
6PN6_lig,Cc1cc(N)nc2cc(-c3ccc(OCc4cccnc4)c(CN)c3)ccc12
6PN7_lig,Cc1cc(N)nc2cc(-c3ccc(OCc4cscn4)c(CN)c3)ccc12
6PN8_lig,Cc1cc(N)nc2cc(-c3ccc(OCc4cocn4)c(CN)c3)ccc12
