,glide_scores
DEC_1959,-9.31978496152517
DEC_1955,-9.30224471235631
DEC_1968,-8.86352234148793
DEC_1785,-8.65218256097255
DEC_1949,-8.58785204705317
DEC_1904,-8.49673426792842
DEC_1875,-8.44391565989612
DEC_1906,-8.36485138183776
DEC_1928,-8.21376972109348
DEC_1933,-8.21087882741103
DEC_1967,-8.21026985784633
DEC_1847,-8.20604125579175
DEC_1923,-8.19603147028436
DEC_1863,-8.09903749469278
DEC_1908,-8.06212040222626
DEC_1910,-8.02418279242933
DEC_1812,-7.98647718197311
DEC_1796,-7.98571449945947
DEC_1871,-7.96579939809258
DEC_1859,-7.93659115287107
DEC_1795,-7.89018021601449
DEC_1947,-7.86998042003786
DEC_1825,-7.85641817458408
DEC_1783,-7.84978202175898
DEC_1919,-7.82867713947059
DEC_1808,-7.82114389791353
DEC_1831,-7.77941570277387
DEC_1833,-7.76882867871214
DEC_1978,-7.75397510369052
DEC_1844,-7.72988280974766
DEC_1887,-7.72179664874675
DEC_1794,-7.70504470119319
DEC_1944,-7.67775005648219
DEC_1946,-7.67673783598867
DEC_1929,-7.66013759718975
DEC_1922,-7.65666648520543
DEC_1786,-7.62901721718613
DEC_1838,-7.61043686994711
DEC_1976,-7.60130731118857
DEC_1781,-7.58301710857017
DEC_1790,-7.57942566030701
DEC_1816,-7.5729925095614
DEC_1848,-7.56758750634653
DEC_1965,-7.56062716525346
DEC_1802,-7.55996368341586
DEC_1913,-7.55821515690768
DEC_1979,-7.5512604016413
DEC_1901,-7.53754215669296
DEC_1843,-7.53154636386185
DEC_1784,-7.52987690652669
DEC_1930,-7.51790829125783
DEC_1856,-7.51677606617559
DEC_1938,-7.50516781891972
DEC_1878,-7.49259842232417
DEC_1791,-7.46498183336638
DEC_1975,-7.45796283873503
DEC_1864,-7.4526309785592
DEC_1877,-7.44276879635799
DEC_1854,-7.42302431969156
DEC_1980,-7.39831636477262
DEC_1890,-7.38618394692599
DEC_1866,-7.37543240798791
DEC_1800,-7.35880248164118
DEC_1826,-7.35817398682251
DEC_1936,-7.35729232810537
DEC_1873,-7.35262787285524
DEC_1876,-7.34176411478153
DEC_1888,-7.32495179013322
DEC_1860,-7.32136148389354
DEC_1840,-7.30649186373934
DEC_1872,-7.29514381347368
DEC_1822,-7.27959096464671
DEC_1907,-7.2681466132733
DEC_1846,-7.26514376346027
DEC_1804,-7.25961674264415
DEC_1806,-7.25428367182691
DEC_1945,-7.25059711161721
DEC_1820,-7.23405559375043
DEC_1915,-7.22196868482841
DEC_1896,-7.21590292554101
DEC_1934,-7.20085762308034
DEC_1867,-7.18644728781461
DEC_1801,-7.17496157286323
DEC_1829,-7.13069735605869
DEC_1926,-7.12760749950184
DEC_1853,-7.11631238382356
DEC_1807,-7.10579972626143
DEC_1937,-7.09915134842236
DEC_1851,-7.09861982161681
DEC_1827,-7.0894595716529
DEC_1811,-7.08155446000802
DEC_1958,-7.07409956218573
DEC_1889,-7.06747047083652
DEC_1960,-7.06099183407781
DEC_1961,-7.04991499027375
DEC_1916,-7.04785934365563
DEC_1891,-7.03925960939353
DEC_1879,-6.98428469818949
DEC_1895,-6.96752572896392
DEC_1939,-6.95901839299278
DEC_1792,-6.95076058477039
DEC_1970,-6.92829452516821
DEC_1817,-6.91837240278971
DEC_1787,-6.9070506945906
DEC_1969,-6.90531251554019
DEC_1956,-6.89398066227956
DEC_1797,-6.881983226993
DEC_1902,-6.87271375665986
DEC_1814,-6.86489044192682
DEC_1899,-6.85279606289011
DEC_1868,-6.83639119586846
DEC_1886,-6.82695040496457
DEC_1799,-6.80072685717538
DEC_1881,-6.79271849531659
DEC_1788,-6.78796565165453
DEC_1798,-6.78318186950359
DEC_1880,-6.77123288909274
DEC_1869,-6.76591725189041
DEC_1839,-6.74970585978209
DEC_1858,-6.7461066627863
DEC_1810,-6.73920572274705
DEC_1911,-6.72312844054817
DEC_1852,-6.70236166579073
DEC_1898,-6.7013557630162
DEC_1897,-6.6979775690604
DEC_1973,-6.68804280338013
DEC_1903,-6.68071760761575
DEC_1782,-6.66361508013923
DEC_1977,-6.64399261614464
DEC_1924,-6.63597577852396
DEC_1920,-6.61334639041943
DEC_1953,-6.60168062287328
DEC_1954,-6.58868957423089
DEC_1951,-6.56444336938448
DEC_1841,-6.56341043509352
DEC_1828,-6.56087299641776
DEC_1952,-6.55497501517577
DEC_1894,-6.47931091103982
DEC_1885,-6.43573014635422
DEC_1805,-6.43059567205244
DEC_1823,-6.42880930238548
DEC_1803,-6.41731930786294
DEC_1842,-6.39199443866901
DEC_1909,-6.35081566038426
DEC_1834,-6.32140170973898
DEC_1962,-6.28687944665658
DEC_1931,-6.25654521383663
DEC_1971,-6.24531747065462
DEC_1918,-6.24371414839139
DEC_1892,-6.23311221038419
DEC_1874,-6.21132979888132
DEC_1974,-6.19163853862317
DEC_1835,-6.18683741480959
DEC_1900,-6.16521477900239
DEC_1917,-6.16508052604499
DEC_1855,-6.15390008665245
DEC_1809,-6.14531811753902
DEC_1870,-6.09858644914552
DEC_1789,-6.08886144926752
DEC_1836,-6.06984409523833
DEC_1932,-6.05862967886765
DEC_1837,-6.05539807762127
DEC_1927,-6.05068955895161
