target_chembl_id,standard_type,standard_value,assay_chembl_id,target_name,mw_freebase,smiles,ligand_chembl_id,uniprot_id,ccd,pdb_list
CHEMBL3568,Ki,55.0,CHEMBL3587004,nitric-oxide synthase  brain,323.44,CNCCN(C)c1cc(C#N)cc(CCc2cc(C)cc(N)n2)c1,CHEMBL3586664,P29475,Q1T,4UH6
CHEMBL3568,Ki,89.0,CHEMBL3820412,nitric-oxide synthase  brain,310.45,Cc1cc(N)nc(CCc2cncc(C3CCN(C)CC3)c2)c1,CHEMBL3819551,P29475,H65,5FVV
CHEMBL3568,Ki,84.0,CHEMBL3820412,nitric-oxide synthase  brain,311.43,Cc1cc(N)nc(CCc2cncc(N3CCN(C)CC3)c2)c1,CHEMBL3818545,P29475,W64,5FVU
CHEMBL3568,Ki,65.0,CHEMBL4032161,nitric-oxide synthase  brain,301.41,CNCCCc1cc(F)cc(CCc2cc(C)cc(N)n2)c1,CHEMBL4079135,P29475,W68,6AUZ
CHEMBL3568,Ki,516.0,CHEMBL4032161,nitric-oxide synthase  brain,308.43,CNCCCc1cc(C#N)cc(CCc2cc(C)cc(N)n2)c1,CHEMBL4086997,P29475,BYV,6AV0
CHEMBL3568,Ki,30.0,CHEMBL4032161,nitric-oxide synthase  brain,315.44,Cc1cc(N)nc(CCc2cc(F)cc(CCCN(C)C)c2)c1,CHEMBL4094689,P29475,W69,6AV1
CHEMBL3568,Ki,82.0,CHEMBL4032161,nitric-oxide synthase  brain,332.45,CNCc1cccc(-c2cncc(CCc3cc(C)cc(N)n3)c2)c1,CHEMBL4071288,P29475,W79,6AV3
CHEMBL3568,Ki,100.0,CHEMBL4032161,nitric-oxide synthase  brain,332.45,CNCc1ccc(-c2cncc(CCc3cc(C)cc(N)n3)c2)cc1,CHEMBL4084332,P29475,W80,6AV4
CHEMBL3568,Ki,83.0,CHEMBL4032161,nitric-oxide synthase  brain,349.45,CNCc1cccc(-c2cc(F)cc(CCc3cc(C)cc(N)n3)c2)c1,CHEMBL4062639,P29475,W82,6AV5
CHEMBL3568,Ki,30.0,CHEMBL4041164,nitric-oxide synthase  brain,330.44,Cc1cc(CCNCc2ccc3c(C)cc(N)nc3c2)ccc1C#N,CHEMBL4092027,P29475,9OJ,5VV5
CHEMBL3568,Ki,20.0,CHEMBL4041164,nitric-oxide synthase  brain,316.41,Cc1cc(CCNCc2ccc3ccc(N)nc3c2)ccc1C#N,CHEMBL4068062,P29475,9P7,5VV4
CHEMBL3568,Ki,32.0,CHEMBL4041164,nitric-oxide synthase  brain,302.38,N#Cc1ccc(CCNCc2ccc3ccc(N)nc3c2)cc1,CHEMBL4062164,P29475,P94,5VV3
CHEMBL3568,Ki,164.0,CHEMBL4041164,nitric-oxide synthase  brain,310.38,Nc1ccc2ccc(CNCCCc3cncc(F)c3)cc2n1,CHEMBL4070784,P29475,9P4,5VV2
CHEMBL3568,Ki,73.0,CHEMBL4041164,nitric-oxide synthase  brain,322.41,COc1ccncc1CCCNCc1ccc2ccc(N)nc2c1,CHEMBL4097898,P29475,9OS,5VV1
CHEMBL3568,Ki,130.0,CHEMBL4041164,nitric-oxide synthase  brain,306.41,Cc1ccncc1CCCNCc1ccc2ccc(N)nc2c1,CHEMBL4092616,P29475,9OM,5VV0
CHEMBL3568,Ki,274.0,CHEMBL4041164,nitric-oxide synthase  brain,320.44,CN(C)c1ccc(CCNCc2ccc3ccc(N)nc3c2)cc1,CHEMBL4100356,P29475,P64,5VUY
CHEMBL3568,Ki,764.0,CHEMBL4041164,nitric-oxide synthase  brain,306.41,CN(C)c1ccc(CNCc2ccc3ccc(N)nc3c2)cc1,CHEMBL4078323,P29475,9P1,5VUX
CHEMBL3568,Ki,295.0,CHEMBL4052046,nitric-oxide synthase  brain,327.82,CNCc1cc(OCc2ccc3ccc(N)nc3c2)ccc1Cl,CHEMBL3736597,P29475,XEB,5ADG
CHEMBL3568,Ki,31.0,CHEMBL4052046,nitric-oxide synthase  brain,332.41,CNCc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,CHEMBL4079543,P29475,8EY,5UO3
CHEMBL3568,Ki,61.0,CHEMBL4052046,nitric-oxide synthase  brain,346.43,CNCCc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,CHEMBL4099944,P29475,8F1,5UO4
CHEMBL3568,Ki,65.0,CHEMBL4052046,nitric-oxide synthase  brain,360.46,CN[C@H](C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,CHEMBL4084387,P29475,M4R,5UO5
CHEMBL3568,Ki,111.0,CHEMBL4346016,nitric-oxide synthase  brain,307.4,CCOc1ccc(-c2ccc3c(C)cc(N)nc3c2)cc1CN,CHEMBL4464663,P29475,OSJ,6PNF
CHEMBL3568,Ki,58.0,CHEMBL4346016,nitric-oxide synthase  brain,321.42,CCCOc1ccc(-c2ccc3c(C)cc(N)nc3c2)cc1CN,CHEMBL4588416,P29475,OSG,6PNG
CHEMBL3568,Ki,66.0,CHEMBL4346016,nitric-oxide synthase  brain,321.42,Cc1cc(N)nc2cc(-c3ccc(OC(C)C)c(CN)c3)ccc12,CHEMBL4465509,P29475,OSD,6PNH
CHEMBL3568,Ki,96.0,CHEMBL4346016,nitric-oxide synthase  brain,347.46,Cc1cc(N)nc2cc(-c3ccc(OCC4CCC4)c(CN)c3)ccc12,CHEMBL4521790,P29475,OUP,6PO5
CHEMBL3568,Ki,46.0,CHEMBL4346016,nitric-oxide synthase  brain,333.44,Cc1cc(N)nc2cc(-c3ccc(OCC4CC4)c(CN)c3)ccc12,CHEMBL4449970,P29475,OU1,6PO7
CHEMBL3568,Ki,114.0,CHEMBL4346016,nitric-oxide synthase  brain,394.48,Cc1cc(N)nc2cc(-c3ccc(OCc4ccc(C#N)cc4)c(CN)c3)ccc12,CHEMBL4473567,P29475,OUM,6PO8
CHEMBL3568,Ki,76.0,CHEMBL4346016,nitric-oxide synthase  brain,370.46,Cc1cc(N)nc2cc(-c3ccc(OCc4ccccn4)c(CN)c3)ccc12,CHEMBL4535045,P29475,OS7,6PO9
