,glide_scores
DEC_2233,-12.3820831810066
DEC_2300,-11.2777462123465
DEC_2242,-11.1432233904751
DEC_2265,-9.69462372740927
DEC_2238,-9.48271598743638
DEC_2346,-9.44097342774835
DEC_2290,-9.4045281327638
DEC_2349,-9.35226486130709
DEC_2328,-9.34272011686767
DEC_2324,-9.23360465131991
DEC_2366,-9.14400288836944
DEC_2305,-9.10468838398867
DEC_2283,-9.00978184579007
DEC_2335,-8.97143389986241
DEC_2291,-8.93740920001241
DEC_2365,-8.86555775238618
DEC_2323,-8.79426976764108
DEC_2306,-8.72969653486233
DEC_2195,-8.65559290951537
DEC_2312,-8.63906951346344
DEC_2329,-8.63532708335248
DEC_2338,-8.5873732295358
DEC_2278,-8.54879145264832
DEC_2310,-8.53843039457095
DEC_2287,-8.51407697237898
DEC_2308,-8.49279023625932
DEC_2187,-8.49147803856448
DEC_2302,-8.45044145538371
DEC_2249,-8.44400256020713
DEC_2336,-8.41014571033619
DEC_2223,-8.39535510858149
DEC_2235,-8.38092474694952
DEC_2257,-8.3791506545105
DEC_2321,-8.3401887478298
DEC_2286,-8.33843820708656
DEC_2259,-8.3110973725105
DEC_2369,-8.2791555663527
DEC_2334,-8.24545366846484
DEC_2361,-8.21586759158797
DEC_2204,-8.1933182909342
DEC_2206,-8.1530159902548
DEC_2376,-8.13963284544111
DEC_2350,-8.10477230246582
DEC_2309,-8.06174913368183
DEC_2322,-8.05311269748746
DEC_2228,-7.99738725264362
DEC_2276,-7.99153789266355
DEC_2262,-7.98462948820383
DEC_2348,-7.974874470412
DEC_2342,-7.97223017447832
DEC_2269,-7.94560227542629
DEC_2318,-7.94217607221298
DEC_2214,-7.91516876270297
DEC_2245,-7.91211363903126
DEC_2333,-7.89916428363682
DEC_2213,-7.8761329588899
DEC_2345,-7.85420028597964
DEC_2197,-7.8398332474276
DEC_2193,-7.83950644885316
DEC_2218,-7.82532934115231
DEC_2307,-7.80552045136713
DEC_2258,-7.77972859235675
DEC_2354,-7.76364763151616
DEC_2356,-7.73709506524506
DEC_2202,-7.72131558584085
DEC_2331,-7.7190363129846
DEC_2299,-7.69931998995028
DEC_2357,-7.69012681966966
DEC_2363,-7.64967687806792
DEC_2313,-7.64013451787655
DEC_2317,-7.60010265192652
DEC_2351,-7.59557458018061
DEC_2231,-7.59257499321916
DEC_2266,-7.58564545815736
DEC_2217,-7.56044632393144
DEC_2194,-7.55894217267459
DEC_2188,-7.52885286370229
DEC_2210,-7.52280707498074
DEC_2330,-7.50494706304061
DEC_2220,-7.48651781961921
DEC_2205,-7.48414242641182
DEC_2355,-7.4359425207008
DEC_2185,-7.4220186804159
DEC_2198,-7.41594686410323
DEC_2246,-7.39844868360302
DEC_2207,-7.39158810351243
DEC_2284,-7.38443738972816
DEC_2353,-7.35277789205253
DEC_2226,-7.3486464454028
DEC_2253,-7.33734826213339
DEC_2347,-7.3317323993087
DEC_2360,-7.33141335042075
DEC_2244,-7.32175651659034
DEC_2339,-7.32079560420124
DEC_2327,-7.29861764885905
DEC_2219,-7.29351195746738
DEC_2227,-7.29275014584323
DEC_2373,-7.29024967264552
DEC_2212,-7.27460760585225
DEC_2189,-7.26663340232571
DEC_2216,-7.25959949554472
DEC_2319,-7.24340649233505
DEC_2221,-7.22961904003883
DEC_2247,-7.21861763451832
DEC_2316,-7.20966869934573
DEC_2240,-7.17848365312404
DEC_2255,-7.16257409843326
DEC_2315,-7.15523042876649
DEC_2190,-7.13097822259674
DEC_2294,-7.12472179182369
DEC_2181,-7.12467015246979
DEC_2183,-7.09908080264461
DEC_2186,-7.09706481083795
DEC_2256,-7.08498307370771
DEC_2304,-7.08356307808321
DEC_2215,-7.02149741560445
DEC_2375,-6.99572997820224
DEC_2325,-6.99522747228955
DEC_2320,-6.97659423697446
DEC_2368,-6.97154152539998
DEC_2239,-6.90912295088274
DEC_2208,-6.89490788116279
DEC_2200,-6.88326489849148
DEC_2314,-6.85718239175916
DEC_2362,-6.84766947394754
DEC_2358,-6.83520713954344
DEC_2344,-6.83506992844608
DEC_2209,-6.82839388327732
DEC_2225,-6.78045677278064
DEC_2254,-6.76826929370389
DEC_2182,-6.76755904283614
DEC_2303,-6.7559501672988
DEC_2295,-6.69800000431284
DEC_2372,-6.68283672661133
DEC_2203,-6.68012520732608
DEC_2378,-6.66519568623573
DEC_2191,-6.65991225085089
DEC_2184,-6.6526645229777
DEC_2211,-6.64826078918988
DEC_2352,-6.63329834727434
DEC_2359,-6.62991667333242
DEC_2311,-6.62248014223283
DEC_2289,-6.61018473226791
DEC_2268,-6.5975490925793
DEC_2196,-6.57184472114889
DEC_2301,-6.56247926963549
DEC_2340,-6.53381413908817
DEC_2224,-6.51254013139672
DEC_2288,-6.46255627767765
DEC_2201,-6.44117728143999
DEC_2379,-6.41319076240553
DEC_2261,-6.40207701802968
DEC_2250,-6.4011533280485
DEC_2273,-6.37970882187642
DEC_2199,-6.34516991366958
DEC_2241,-6.30558315838741
DEC_2281,-6.2981555316543
DEC_2364,-6.29630568258553
DEC_2332,-6.27476143760089
DEC_2252,-6.25273089984759
DEC_2222,-6.24154629104539
DEC_2229,-6.22776160548149
DEC_2279,-6.2097833485475
DEC_2251,-6.20313552092854
DEC_2230,-6.13091203792887
DEC_2380,-6.10717035556347
DEC_2371,-6.10525955776611
DEC_2274,-5.96479186153804
DEC_2237,-5.95829157611298
DEC_2292,-5.86185150332906
DEC_2297,-5.85236543211777
DEC_2367,-5.79563357209786
DEC_2285,-5.78789727781792
DEC_2293,-5.78581638454177
DEC_2377,-5.78492075808653
DEC_2275,-5.73597131830113
DEC_2370,-5.51800285393477
DEC_2270,-5.49287302908487
DEC_2326,-5.4124271795866
DEC_2263,-5.35842232768896
DEC_2236,-5.31147510660989
DEC_2280,-5.30050260608553
DEC_2232,-5.29571379136328
DEC_2296,-5.27474085890299
DEC_2282,-5.14069475766081
DEC_2337,-5.04327561917098
DEC_2192,-4.90710211655259
DEC_2248,-4.8910193185083
DEC_2343,-4.86263823696213
DEC_2341,-4.61653813966338
DEC_2264,-4.55319664394924
DEC_2234,-4.50244997158466
DEC_2272,-4.50138491756697
DEC_2267,-4.42245366721426
DEC_2243,-4.33757782596865
DEC_2260,-4.1071233711705
DEC_2298,-3.75444202960904
DEC_2374,-3.27208339137056
DEC_2277,-2.76070683370002
