,glide_scores
DEC_2587,-6.86965876427913
DEC_2720,-6.61187467287829
DEC_2591,-6.14922269876486
DEC_2733,-5.77119510132438
DEC_2715,-5.69863958527333
DEC_2633,-5.59384329285885
DEC_2691,-5.52675425918522
DEC_2602,-5.47640881775326
DEC_2660,-5.45250477220451
DEC_2586,-5.359473754667
DEC_2713,-5.25362991218672
DEC_2593,-5.22339789497567
DEC_2678,-5.20326291302755
DEC_2716,-5.16572012429148
DEC_2724,-5.04203768202279
DEC_2657,-5.03145630582125
DEC_2664,-5.00590359157265
DEC_2604,-4.9933129560163
DEC_2751,-4.96060257303285
DEC_2585,-4.95915070041038
DEC_2714,-4.95305692701582
DEC_2762,-4.94242053143352
DEC_2766,-4.9388235110271
DEC_2606,-4.93334140472181
DEC_2594,-4.9132077900612
DEC_2600,-4.89081060647342
DEC_2610,-4.86666567158137
DEC_2768,-4.85487156037152
DEC_2754,-4.83676572963508
DEC_2625,-4.8192639802939
DEC_2739,-4.79257265546019
DEC_2642,-4.78574502756483
DEC_2639,-4.77280380475562
DEC_2767,-4.75385066019572
DEC_2757,-4.73944374547735
DEC_2710,-4.73627425899889
DEC_2590,-4.72850523457198
DEC_2726,-4.70360580075438
DEC_2756,-4.67749867882332
DEC_2599,-4.66828631751888
DEC_2761,-4.64193635267353
DEC_2699,-4.64182493930093
DEC_2595,-4.59335686243707
DEC_2722,-4.57866029266485
DEC_2777,-4.5668108476836
DEC_2763,-4.52212250756405
DEC_2723,-4.50390226816474
DEC_2601,-4.49899673292094
DEC_2758,-4.48950738560638
DEC_2734,-4.48696010681185
DEC_2742,-4.48678355947116
DEC_2747,-4.48307744995595
DEC_2738,-4.47606408041944
DEC_2703,-4.47252405532875
DEC_2629,-4.47125927209453
DEC_2618,-4.4638408429987
DEC_2746,-4.39571221885283
DEC_2696,-4.3907161546983
DEC_2641,-4.38769242721214
DEC_2627,-4.3667535368394
DEC_2631,-4.36335882998322
DEC_2744,-4.3427441178095
DEC_2725,-4.32450356017978
DEC_2698,-4.3211073742334
DEC_2659,-4.31645908512181
DEC_2731,-4.30318446946128
DEC_2638,-4.29189345727305
DEC_2755,-4.29004412059703
DEC_2653,-4.28918265396889
DEC_2780,-4.28349203384704
DEC_2592,-4.26996204103764
DEC_2730,-4.24170953299594
DEC_2752,-4.23831059651222
DEC_2620,-4.23245789999513
DEC_2632,-4.22349295382803
DEC_2729,-4.20767846675208
DEC_2700,-4.19865690131253
DEC_2581,-4.19197790142316
DEC_2743,-4.18159103856019
DEC_2622,-4.18122071708193
DEC_2662,-4.16836249459042
DEC_2721,-4.16343767958115
DEC_2583,-4.15867417413041
DEC_2615,-4.15624421156502
DEC_2753,-4.13020047034904
DEC_2623,-4.11889796059137
DEC_2617,-4.117935768562
DEC_2584,-4.11766823808823
DEC_2689,-4.11567908484423
DEC_2686,-4.11349536473867
DEC_2708,-4.11248917164144
DEC_2630,-4.10386642268585
DEC_2611,-4.09930465055249
DEC_2598,-4.09686002670987
DEC_2772,-4.09649258650168
DEC_2668,-4.08692615130656
DEC_2608,-4.07707582715023
DEC_2665,-4.07646388288603
DEC_2634,-4.06319495632903
DEC_2647,-4.05754399565311
DEC_2652,-4.05605004771606
DEC_2619,-4.01592993326466
DEC_2693,-4.01589031310221
DEC_2717,-3.98805254415819
DEC_2718,-3.98805254415819
DEC_2719,-3.98805254415819
DEC_2741,-3.98724345570967
DEC_2684,-3.98361544415946
DEC_2643,-3.98050208666504
DEC_2679,-3.96600300475737
DEC_2635,-3.96527892469959
DEC_2582,-3.93550385271845
DEC_2711,-3.93471753445881
DEC_2613,-3.93066434297014
DEC_2728,-3.9273560629895
DEC_2692,-3.90851702909503
DEC_2646,-3.90253127915109
DEC_2688,-3.90054206720972
DEC_2706,-3.89959506946084
DEC_2773,-3.89145768838787
DEC_2612,-3.88995782765932
DEC_2779,-3.883806890436
DEC_2655,-3.87823358940161
DEC_2748,-3.87282373395447
DEC_2667,-3.8618658803853
DEC_2596,-3.85128755098774
DEC_2669,-3.84757686776612
DEC_2589,-3.83596952332786
DEC_2685,-3.79835920746164
DEC_2648,-3.78458371320254
DEC_2750,-3.78129767415317
DEC_2735,-3.76676821896565
DEC_2666,-3.76592789571892
DEC_2658,-3.74987041820943
DEC_2656,-3.74775442337993
DEC_2759,-3.70301832838822
DEC_2690,-3.69734445324772
DEC_2687,-3.69413078719272
DEC_2603,-3.69285006408486
DEC_2637,-3.69151615572293
DEC_2740,-3.69097792405946
DEC_2736,-3.68776256166618
DEC_2676,-3.68105916773092
DEC_2707,-3.680620506318
DEC_2621,-3.67782359067898
DEC_2697,-3.67654604562178
DEC_2775,-3.67510754087875
DEC_2675,-3.6744362227038
DEC_2769,-3.66240733136814
DEC_2677,-3.64265146090557
DEC_2588,-3.64202927324843
DEC_2640,-3.63741480126099
DEC_2624,-3.63014271856015
DEC_2764,-3.61157575668021
DEC_2694,-3.60180438875996
DEC_2778,-3.59057104946078
DEC_2683,-3.5903240322091
DEC_2614,-3.57745051915794
DEC_2654,-3.52856044794488
DEC_2670,-3.51978168608387
DEC_2607,-3.51369205810169
DEC_2701,-3.50202449141667
DEC_2681,-3.49735641191591
DEC_2626,-3.47418285114233
DEC_2597,-3.46572968977747
DEC_2609,-3.46407266706797
DEC_2649,-3.45122618631759
DEC_2605,-3.44636131844648
DEC_2672,-3.43116919460987
DEC_2661,-3.42871004595246
DEC_2765,-3.41831161935528
DEC_2645,-3.41493753187418
DEC_2727,-3.40985711445699
DEC_2616,-3.3972171233772
DEC_2709,-3.3831035159332
DEC_2651,-3.37660905200955
DEC_2674,-3.37448622845605
DEC_2749,-3.37434873468011
DEC_2732,-3.36812995150676
DEC_2770,-3.35936350972127
DEC_2636,-3.28777193102842
DEC_2702,-3.2359733338791
DEC_2704,-3.22440780096899
DEC_2680,-3.18713006865697
DEC_2644,-3.17607004830701
DEC_2695,-3.17507838509478
DEC_2628,-3.11676760304354
DEC_2671,-3.06371044015325
DEC_2760,-3.03413476045037
DEC_2673,-3.02642220345357
DEC_2682,-3.02337192683866
DEC_2650,-2.96695808846726
DEC_2771,-2.8434219739431
DEC_2705,-2.66795237020338
DEC_2745,-2.6427572774777
DEC_2737,-2.55922065545565
DEC_2774,-2.37852362512414
DEC_2776,-2.30215017622331
DEC_2663,-1.89487775269585
