,combind_scores
DEC_0797,6.291087743231942
DEC_0899,5.751836500992379
DEC_0809,3.248871873381966
DEC_0969,4.999175944221562
DEC_0781,5.340094200650148
DEC_0919,6.65427603929521
DEC_0917,4.90753633413588
DEC_0821,4.132032403119328
DEC_0967,4.902145608807629
DEC_0961,4.885999854980646
DEC_0849,1.5316923181343904
DEC_0918,5.143118317270957
DEC_0881,4.785841790981145
DEC_0853,4.5157934497406
DEC_0894,4.3039368310957204
DEC_0927,4.6478356173644935
DEC_0948,4.141946455060124
DEC_0856,3.6232629532780907
DEC_0859,3.5949815105043377
DEC_0799,5.117004293659493
DEC_0911,4.389729910992892
DEC_0890,4.562231317201981
DEC_0829,5.161672816325673
DEC_0805,0.8865347455665908
DEC_0955,3.5686768001884714
DEC_0934,4.847482767040222
DEC_0980,2.4188887209495284
DEC_0848,3.5296647139215076
DEC_0892,3.6590962473512763
DEC_0915,3.7333337585598865
DEC_0945,3.036116074185082
DEC_0845,2.574347363342347
DEC_0903,5.31364711484221
DEC_0803,-0.6479352142583501
DEC_0874,3.7919830239584424
DEC_0964,2.8949012588839373
DEC_0971,3.6177446613670394
DEC_0944,4.245135696190474
DEC_0842,3.1401005807560374
DEC_0963,3.862717083548585
DEC_0979,3.390395930870203
DEC_0783,3.9004030190283796
DEC_0893,3.7398984786212974
DEC_0962,3.2216534322338846
DEC_0786,2.4875846068277054
DEC_0929,5.234236123054382
DEC_0863,2.5816400767641747
DEC_0869,2.5816400767641747
DEC_0795,3.675284773063601
DEC_0958,2.952940966441428
DEC_0866,2.8201075574749748
DEC_0949,3.42747933066563
DEC_0860,3.438521384093217
DEC_0897,2.8431598504733078
DEC_0782,3.614037214361961
DEC_0943,3.18486880405003
DEC_0861,3.2950094969681443
DEC_0798,2.9137510749773905
DEC_0914,3.2539753405443705
DEC_0906,3.661239312154605
DEC_0800,2.3005100794582747
DEC_0921,3.3916648787503663
DEC_0905,2.7359371904754215
DEC_0862,3.1851473106566033
DEC_0854,3.7896649944521816
DEC_0947,4.421410751024257
DEC_0910,4.096629925870257
DEC_0872,2.287239167629159
DEC_0932,5.067788343065956
DEC_0913,2.607727316126889
DEC_0960,2.02447373313883
DEC_0951,3.5332801244693752
DEC_0972,2.0383742254690462
DEC_0957,3.2980517735695973
DEC_0898,2.62192104180218
DEC_0926,2.5947601588408546
DEC_0878,2.517676415071017
DEC_0977,3.0071169576117596
DEC_0790,1.4581423717716544
DEC_0794,3.028598237114511
DEC_0850,2.821964079354179
DEC_0950,3.6797738288090307
DEC_0912,3.477810311401466
DEC_0895,1.4448699026552845
DEC_0966,4.154368845273959
DEC_0865,2.403797013717277
DEC_0965,2.9035770334995243
DEC_0887,2.9210346103469096
DEC_0942,2.406624656678219
DEC_0928,3.3283026625959216
DEC_0902,2.906328545154697
DEC_0871,3.0534419520474665
DEC_0896,2.716567230256214
DEC_0946,1.8914956841699109
DEC_0908,2.7472389362880865
DEC_0870,3.048731460051719
DEC_0815,1.1633582158596347
DEC_0814,1.473537370347028
DEC_0952,2.6812827340340495
DEC_0953,3.3082172403798693
DEC_0937,3.115259206534413
DEC_0936,3.3615695751190686
DEC_0855,2.276155838044878
DEC_0940,4.139866367290111
DEC_0864,2.256246638887585
DEC_0835,0.905386713151894
DEC_0933,1.7361897127795194
DEC_0930,2.610794793897761
DEC_0959,2.9731547753540357
DEC_0904,2.721011805049466
DEC_0900,1.6404555615194818
DEC_0975,2.562834626479283
DEC_0785,2.489820043810898
DEC_0873,2.0560641822217858
DEC_0938,3.0595426921294786
DEC_0839,2.635900752685904
DEC_0907,4.160217353565049
DEC_0954,2.952378721095762
DEC_0888,1.8693162987010163
DEC_0857,2.5299172302505104
DEC_0852,2.124762628287332
DEC_0939,3.0408497230524514
DEC_0974,3.695374937532557
DEC_0941,1.7982888211932027
DEC_0956,2.69997795649296
DEC_0909,4.42153814303467
DEC_0841,2.2395182046333577
DEC_0922,3.1280228340678957
DEC_0875,2.731774479660594
DEC_0876,0.6900626917668147
DEC_0880,1.1513039274832009
DEC_0819,1.871708533673882
DEC_0813,-1.7792877271401295
DEC_0867,3.0144245641119234
DEC_0923,2.9942667310150934
DEC_0868,1.7804693033658117
DEC_0834,1.6779630315884644
DEC_0812,2.3355791227719074
DEC_0891,1.5350278868954739
DEC_0920,2.5062068786392504
DEC_0976,2.4984434018512323
DEC_0843,1.9708253806438698
DEC_0846,1.3741851970173364
DEC_0831,1.8720577388173285
DEC_0973,0.7596335532837903
DEC_0935,2.4375308060100958
DEC_0889,1.6314187738871957
DEC_0817,0.5995602183085893
DEC_0840,2.1423703791243
DEC_0978,2.013795806246365
DEC_0789,1.0045046783921823
DEC_0925,1.6050745408780371
DEC_0833,0.12543330523265173
DEC_0844,2.256075764118921
DEC_0931,3.3359309549498724
DEC_0822,0.28304191705405435
DEC_0796,1.0440849613677177
DEC_0968,1.5630037106428394
DEC_0901,2.3391922002894847
DEC_0784,2.000971391487703
DEC_0802,0.8187416186449745
DEC_0830,-0.13323864696119436
DEC_0823,0.31059422971171546
DEC_0806,-1.0805187449269131
DEC_0916,1.7869569551035815
DEC_0924,1.4963685253941392
DEC_0801,2.194291199188008
DEC_0824,0.20122507165222192
DEC_0882,1.8685800766666705
DEC_0808,-1.0382663968359047
DEC_0793,2.207253517297865
DEC_0877,0.9841861237129486
DEC_0879,2.247570746856381
DEC_0970,1.618884806493328
DEC_0787,-2.8119178629710158
DEC_0828,-0.9782143059175405
DEC_0826,-0.523693798669612
DEC_0827,0.06206597350746179
DEC_0832,-0.11100691826997178
DEC_0810,0.20942133738156699
DEC_0820,-0.6330047542533137
DEC_0788,-1.858366171861272
DEC_0804,0.1878053395090835
DEC_0811,0.4422227974737316
DEC_0858,-2.798207697447846
DEC_0816,-3.126389245736948
DEC_0825,-1.056522952122808
DEC_0807,-12.490821411161143
DEC_0851,-5.8365404658345525
DEC_0836,-0.8601064470592155
DEC_0837,-3.5151291303301053
DEC_0884,-1.6741597912621362
DEC_0838,-2.465899550670282
DEC_0847,-3.506395298053298
DEC_0885,-1.8738126780410704
DEC_0792,-1.0487341885332282
DEC_0818,-18.648518042761925
DEC_0886,-3.0223411003168463
