,glide_scores
DEC_2653,-8.98779463544672
DEC_2682,-8.84321696621246
DEC_2750,-8.68844007315126
DEC_2673,-8.58281800144604
DEC_2677,-8.55583811339969
DEC_2608,-8.31390867497175
DEC_2674,-8.31350912777616
DEC_2704,-8.29409768039128
DEC_2780,-8.2294577933949
DEC_2692,-8.14480402960406
DEC_2662,-8.06070693045968
DEC_2746,-8.03303492242246
DEC_2657,-8.02016890816566
DEC_2683,-7.98755010820446
DEC_2696,-7.91682365940142
DEC_2639,-7.84852797709521
DEC_2663,-7.82212318402934
DEC_2726,-7.75474893568211
DEC_2671,-7.73243487403094
DEC_2679,-7.7081846923904
DEC_2603,-7.70274927916028
DEC_2642,-7.69053096678571
DEC_2634,-7.68602826576702
DEC_2740,-7.64544688490706
DEC_2694,-7.58818947940134
DEC_2659,-7.53541677293666
DEC_2604,-7.48474073662711
DEC_2705,-7.4780080234861
DEC_2678,-7.38637808835223
DEC_2612,-7.37636181983182
DEC_2743,-7.37383053508709
DEC_2644,-7.35420776836765
DEC_2672,-7.34973474534629
DEC_2655,-7.33653017175761
DEC_2707,-7.29134234442693
DEC_2606,-7.28715516948756
DEC_2666,-7.27591176964076
DEC_2627,-7.23276029283179
DEC_2623,-7.22900976459394
DEC_2699,-7.21951078648304
DEC_2656,-7.19864764045896
DEC_2676,-7.18483418264561
DEC_2626,-7.18207066228417
DEC_2745,-7.17962757904771
DEC_2637,-7.17110165169572
DEC_2589,-7.17013630271264
DEC_2632,-7.16662002518491
DEC_2748,-7.11191360003402
DEC_2715,-7.10970673118036
DEC_2686,-7.10029571994211
DEC_2716,-7.09581601607422
DEC_2698,-7.08504304469927
DEC_2773,-7.08386435794378
DEC_2712,-7.05617726948826
DEC_2744,-7.02028696260949
DEC_2732,-7.00902423272263
DEC_2684,-6.99857862020344
DEC_2735,-6.97861955709299
DEC_2651,-6.95500626099186
DEC_2609,-6.93787085577846
DEC_2675,-6.93563449072279
DEC_2749,-6.93512526055041
DEC_2689,-6.90805436491237
DEC_2703,-6.86207378715353
DEC_2664,-6.85244234388472
DEC_2728,-6.84281733399391
DEC_2600,-6.82822472845484
DEC_2667,-6.81393843361987
DEC_2730,-6.81041646512203
DEC_2641,-6.80211677145733
DEC_2668,-6.79303198243326
DEC_2760,-6.79013553972881
DEC_2583,-6.77438181363788
DEC_2669,-6.77400391410138
DEC_2719,-6.74580356028122
DEC_2757,-6.69251031136054
DEC_2681,-6.67248488633639
DEC_2702,-6.66699949353147
DEC_2720,-6.6455031165161
DEC_2758,-6.64314586906969
DEC_2738,-6.61315787358206
DEC_2611,-6.60370840483134
DEC_2695,-6.59824000633055
DEC_2638,-6.57129417799015
DEC_2755,-6.55579328280201
DEC_2670,-6.55033430851108
DEC_2754,-6.53850300687346
DEC_2613,-6.52236407254768
DEC_2734,-6.51272611782996
DEC_2767,-6.50781546065671
DEC_2649,-6.49802528084341
DEC_2688,-6.48817844688135
DEC_2581,-6.47262704927536
DEC_2774,-6.47255799558766
DEC_2756,-6.45273914807877
DEC_2648,-6.43270138064705
DEC_2733,-6.42666311138244
DEC_2693,-6.42218598133936
DEC_2752,-6.39115237838363
DEC_2616,-6.38663620994994
DEC_2700,-6.38126784575086
DEC_2687,-6.36378080330728
DEC_2722,-6.33582256882438
DEC_2594,-6.31045814953445
DEC_2742,-6.29728589450808
DEC_2762,-6.26473605550504
DEC_2601,-6.25656398400411
DEC_2706,-6.23435407529062
DEC_2645,-6.23421224466084
DEC_2725,-6.23409273331067
DEC_2620,-6.22000110895955
DEC_2737,-6.18105187943124
DEC_2731,-6.17790393862248
DEC_2636,-6.17518625486996
DEC_2660,-6.17473823650514
DEC_2768,-6.16289807720947
DEC_2592,-6.16186573869244
DEC_2721,-6.14736122793554
DEC_2723,-6.14029381313396
DEC_2624,-6.13686306168074
DEC_2718,-6.12740098119865
DEC_2690,-6.12686044568014
DEC_2597,-6.11862348529248
DEC_2585,-6.11362888095081
DEC_2631,-6.11263483046204
DEC_2588,-6.10566581476161
DEC_2680,-6.09174196231659
DEC_2591,-6.0904581331732
DEC_2741,-6.09039215127076
DEC_2701,-6.07431210825956
DEC_2766,-6.07013784761831
DEC_2771,-6.06215833655911
DEC_2759,-6.05903663021588
DEC_2691,-6.05440169249048
DEC_2584,-6.03735910397449
DEC_2619,-6.02184552546528
DEC_2587,-6.01135980790859
DEC_2630,-5.9930334632276
DEC_2714,-5.98874316852997
DEC_2650,-5.94298268827089
DEC_2622,-5.90699070532126
DEC_2727,-5.90081822367758
DEC_2776,-5.89766702543137
DEC_2751,-5.89618434630094
DEC_2711,-5.88300886208244
DEC_2652,-5.86057848387777
DEC_2739,-5.85505142376677
DEC_2614,-5.84614185428961
DEC_2685,-5.83883759216507
DEC_2610,-5.83859185874537
DEC_2602,-5.83047892228012
DEC_2661,-5.8299232763934
DEC_2599,-5.82956941868458
DEC_2729,-5.79433559218288
DEC_2736,-5.76947527323408
DEC_2586,-5.76082954222439
DEC_2708,-5.75188497342896
DEC_2582,-5.72705638681582
DEC_2717,-5.72079272672609
DEC_2709,-5.68392172046469
DEC_2647,-5.67053214719555
DEC_2598,-5.66663254154197
DEC_2658,-5.65448040457106
DEC_2778,-5.64926741692804
DEC_2595,-5.63801177048414
DEC_2629,-5.61248058624665
DEC_2593,-5.60402735466377
DEC_2665,-5.56156215488515
DEC_2713,-5.5390110630557
DEC_2724,-5.49300700533313
DEC_2775,-5.49059221207868
DEC_2590,-5.38657544632981
DEC_2615,-5.3681640117036
DEC_2763,-5.35790362586844
DEC_2596,-5.35628667149951
DEC_2697,-5.3426481544116
DEC_2747,-5.32526853266907
DEC_2710,-5.32053993039529
DEC_2761,-5.3184953248262
DEC_2607,-5.2982347878849
DEC_2643,-5.17703863443586
DEC_2772,-5.15221971305916
DEC_2625,-5.09990750833854
DEC_2779,-4.95795013662413
DEC_2640,-4.90783040204351
DEC_2628,-4.82318716517474
DEC_2621,-4.6237432201731
DEC_2605,-4.59322723043254
DEC_2617,-4.49520446379442
DEC_2654,-4.30441022203336
DEC_2618,-4.24568472959339
DEC_2777,-4.22366733450532
DEC_2633,-3.8808693020326
DEC_2753,-3.83712870817859
DEC_2764,-3.82123277889934
DEC_2765,-3.74876451608811
DEC_2769,-0.658481646351901
