,glide_scores
DEC_1392,-8.90451299169547
DEC_1530,-8.45282579460605
DEC_1507,-8.34379176671941
DEC_1513,-7.84641350381946
DEC_1417,-7.80614193434567
DEC_1416,-7.79334154556496
DEC_1521,-7.79217289549224
DEC_1447,-7.69800247175796
DEC_1467,-7.69226600160504
DEC_1529,-7.68538058678238
DEC_1415,-7.6711159982709
DEC_1459,-7.62691622509725
DEC_1500,-7.52834679528471
DEC_1505,-7.51534443531209
DEC_1464,-7.51432571805154
DEC_1450,-7.48202115077489
DEC_1427,-7.45005299582125
DEC_1448,-7.42853496526131
DEC_1435,-7.39700936699116
DEC_1544,-7.38821168254177
DEC_1543,-7.37221313822908
DEC_1563,-7.31432198726976
DEC_1474,-7.27236359559901
DEC_1466,-7.26042802177888
DEC_1499,-7.19537042178262
DEC_1492,-7.18035420110316
DEC_1482,-7.17524380052493
DEC_1445,-7.1640493032553
DEC_1462,-7.15602625314352
DEC_1403,-7.13643547742284
DEC_1400,-7.12206858176973
DEC_1428,-7.10754129451478
DEC_1525,-7.09754645784401
DEC_1393,-7.07089474890083
DEC_1497,-7.04522102470223
DEC_1468,-7.00888694976049
DEC_1485,-6.97890647749936
DEC_1394,-6.89697957909865
DEC_1515,-6.89345397885907
DEC_1557,-6.86852863787357
DEC_1475,-6.81330721069699
DEC_1411,-6.81001635848886
DEC_1425,-6.80338738931465
DEC_1398,-6.77934857232657
DEC_1461,-6.76652861068242
DEC_1578,-6.76231205130057
DEC_1449,-6.74787504089733
DEC_1414,-6.73015501769651
DEC_1572,-6.72518614658415
DEC_1528,-6.72058964888259
DEC_1538,-6.65623230589034
DEC_1439,-6.61745852100536
DEC_1438,-6.61260174285764
DEC_1535,-6.60026227274474
DEC_1486,-6.599544582753
DEC_1541,-6.59648202085765
DEC_1495,-6.59536953937978
DEC_1516,-6.58894728384759
DEC_1455,-6.5864734324068
DEC_1381,-6.5832491291974
DEC_1506,-6.53284466477815
DEC_1434,-6.507292542377
DEC_1498,-6.48836707789087
DEC_1533,-6.47170908624604
DEC_1441,-6.4597353490536
DEC_1470,-6.45932214892099
DEC_1442,-6.44263740337976
DEC_1489,-6.43547110919176
DEC_1547,-6.41166138789712
DEC_1546,-6.40505555408351
DEC_1540,-6.40117895089789
DEC_1396,-6.35896291767046
DEC_1514,-6.34413143633268
DEC_1503,-6.33962286678422
DEC_1501,-6.33074783069185
DEC_1539,-6.2805733172406
