,hsp90,xiap,cdk2,bace,keap1,erk,pkb,thrombin,pgds
combind_log_auc,0.2821913761550654,0.34472646434948495,0.44625780582367036,0.009114712151453486,0.055107090635428485,0.16056255474050937,0.2281048186789754,-0.05144501122183105,0.1899590824676162
glide_log_auc,0.24521666967807934,0.4058416894389373,0.47117949408333326,0.044774642239678974,0.0651999733844722,0.5997611150966236,0.44755318711458936,0.2275012106141203,0.17947511141710712
