,hsp90,xiap,cdk2,bace,keap1,erk,pkb,thrombin,pgds
combind_log_auc,0.23572447297905816,0.4910317115074275,0.505242443630454,0.057210801709472736,0.048730108514948856,0.35048130746900785,0.34334641297719304,-0.01607190361465133,0.2048078314219786
glide_log_auc,0.24521666967807934,0.4058416894389373,0.47117949408333326,0.044774642239678974,0.0651999733844722,0.5997611150966236,0.44755318711458936,0.2275012106141203,0.17947511141710712
