,hsp90,xiap,cdk2,bace,keap1,erk,pkb,thrombin,pgds
combind_log_auc,0.26195260723992964,0.39228719058932116,0.4510977196105973,0.015330115309090453,0.014421203534325189,0.20419356488926602,0.22087737873431493,-0.05193324977724992,0.19415902167298535
glide_log_auc,0.24521666967807934,0.4058416894389373,0.47117949408333326,0.044774642239678974,0.0651999733844722,0.5997611150966236,0.44755318711458936,0.2275012106141203,0.17947511141710712
