ID,SMILES
1Q3D_lig,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
1Q5K_lig,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1
3F7Z_lig,COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F
3E88_lig,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)Cc3ccccc3)cc21
3ZRM_lig,O=c1[nH]cc(-c2ccc(O)cc2)c2sc(-c3ccncc3)cc12
3ZRL_lig,O=c1[nH]cc(Br)c2sc(-c3ccncc3)cc12
4PTG_lig,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O
6TCU_lig,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1
7SXJ_lig,CC[C@@]1(c2ccccc2)C2=C(CC(C)(C)CC2=O)Nc2n[nH]cc21
7B6F_lig,CN(c1ncnc2[nH]c3cc(Cl)ccc3c12)[C@H]1CCCN(CCC#N)C1
5K5N_lig,COc1ccc(-c2ocnc2C(=O)NCCCn2cncn2)cc1Cl
8DJC_lig,CC1CN(c2ccncc2NC(=O)c2ccnn3cc(-c4ccccc4)nc23)CCO1
8DJD_lig,O=C(Nc1cncc(-c2ccccc2)c1)c1ccnc(NC(=O)C2CC2)c1
6HK3_lig,COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N
4ACC_lig,CN(C)CCNS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1
6HK4_lig,Nc1ncc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)nc1C(=O)Nc1cccnc1
