target_chembl_id,standard_type,standard_value,assay_chembl_id,target_name,mw_freebase,smiles,ligand_chembl_id,uniprot_id,ccd,pdb_list
CHEMBL275,IC50,288.0,CHEMBL761908,phosphodiesterase 4b,343.42,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,CHEMBL511115,Q07343,CIO,1XLX
CHEMBL275,IC50,49.0,CHEMBL761908,phosphodiesterase 4b,371.35,O=C(O)c1ccc(-c2cc3cccnc3c(-c3cccc([N+](=O)[O-])c3)n2)cc1,CHEMBL74078,Q07343,NPV,2QYL
CHEMBL275,IC50,1.0,CHEMBL764363,phosphodiesterase 4b,381.26,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,CHEMBL42126,Q07343,PIL,1XM4
CHEMBL275,IC50,3.981,CHEMBL960834,phosphodiesterase 4b,371.42,COc1cccc(Nc2c(C(N)=O)cnc3ccc(S(C)(=O)=O)cc23)c1,CHEMBL462150,Q07343,SK4,3FRG
CHEMBL275,IC50,0.3981,CHEMBL960834,phosphodiesterase 4b,403.21,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CHEMBL193240,Q07343,ROF,1XMU
CHEMBL275,IC50,3.162,CHEMBL951569,phosphodiesterase 4b,379.46,CCn1ncc2c(NC3CCOCC3)c(C(=O)NCc3ccccc3)cnc21,CHEMBL521203,Q07343,20A,3D3P
CHEMBL275,IC50,15.0,CHEMBL1786302,phosphodiesterase 4b,387.89,CCc1c(C)nc(-c2ccc(Cl)s2)nc1Nc1ccc(CC(=O)O)cc1,CHEMBL1782306,Q07343,19T,4MYQ
CHEMBL275,IC50,11.0,CHEMBL2390132,phosphodiesterase 4b,464.59,CC(C)(C)NC(=O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,CHEMBL2385758,Q07343,NVW,3W5E
CHEMBL275,IC50,8.3,CHEMBL2443693,phosphodiesterase 4b,417.51,CC(C)(C)CNC(=O)Cc1ccc(Nc2nc(-c3ccccc3)ncc2C(N)=O)cc1,CHEMBL2442472,Q07343,QPC,3WD9
CHEMBL275,IC50,237.0,CHEMBL3362239,phosphodiesterase 4b,380.84,O=C(O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc(C3CC3)n2)cc1,CHEMBL3315251,Q07343,2O5,4NW7
CHEMBL275,IC50,0.631,CHEMBL3768905,phosphodiesterase 4b,584.72,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnn[nH]2)cc1,CHEMBL2326941,Q07343,6M5,5LAQ
